AS Description;Country Code;State;City;Postalcode;Coreg Path;Male/Female;Source;Subid;Age;IP Numerized;Latitude (generated);Longitude (generated);Source + Sub Id;State + City;Hour;Day;Week;DOW;Time Category;Month_Dob;SSD Full Qual
ATT-INTERNET4;US;WI;MILWAUKEE;53210;9;1;whatifmedia-linkout;2407;63.0;1258908491;43.0115;-87.9735;whatifmedia-linkout - 2407;WI - MILWAUKEE;19;30;22;Thursday;18 - 24;11;0
COMCAST-7922;US;IL;CHICAGO;60612;sweepstakesalerts;0;launchpotato-linkout;1803;62.0;1658639257;41.8756;-87.6244;launchpotato-linkout - 1803;IL - CHICAGO;19;30;22;Thursday;18 - 24;9;0
T-MOBILE-AS21928;US;IL;BROADVIEW;60153;ConsumerTestConnect;1;ifficient-linkout;1045-66;57.0;2889355289;41.8639;-87.8534;ifficient-linkout - 1045-66;IL - BROADVIEW;19;30;22;Thursday;18 - 24;7;0
COMCAST-7922;US;IL;BLOOMINGTON;61701;27;0;whatifmedia-linkout;1778;51.0;1228102435;40.4731;-88.9941;whatifmedia-linkout - 1778;IL - BLOOMINGTON;19;30;22;Thursday;18 - 24;11;0
T-MOBILE-AS21928;US;SC;LONGS;29568;9;0;whatifmedia-linkout;1705;62.0;2889604071;33.9385;-78.7331;whatifmedia-linkout - 1705;SC - LONGS;19;30;22;Thursday;18 - 24;4;0
CELLCO-PART;US;NC;NEW BERN;28562;3;1;whatifmedia-linkout;2027;53.0;2932602364;35.1085;-77.0441;whatifmedia-linkout - 2027;NC - NEW BERN;18;30;22;Thursday;18 - 24;5;0
T-MOBILE-AS21928;US;SC;NORTH AUGUSTA;29860;Finderish;0;zeetolinkout-multioffer;Tibrio;54.0;2889369591;33.5018;-81.9651;zeetolinkout-multioffer - Tibrio;SC - NORTH AUGUSTA;18;30;22;Thursday;18 - 24;12;0
CHARTER-20115;US;WI;MADISON;53704;5;0;whatifmedia-linkout;1799;54.0;415528610;43.0748;-89.3838;whatifmedia-linkout - 1799;WI - MADISON;18;30;22;Thursday;18 - 24;8;0
COMMNET-WIRELESS-LLC;US;AZ;ASH FORK;86320;15;0;whatifmedia-linkout;1006;61.0;1168162300;35.225;-112.4841;whatifmedia-linkout - 1006;AZ - ASH FORK;18;30;22;Thursday;18 - 24;4;0
T-MOBILE-AS21928;US;NY;BROOKLYN;11212;19;1;whatifmedia-linkout;1006;61.0;2889540525;40.6922;-73.9902;whatifmedia-linkout - 1006;NY - BROOKLYN;18;30;22;Thursday;18 - 24;3;0
USCC-ASN;US;NC;WILLIAMSTON;27892;5;0;whatifmedia-linkout;1799;62.0;2797009644;35.8546;-77.0555;whatifmedia-linkout - 1799;NC - WILLIAMSTON;18;30;22;Thursday;18 - 24;8;0
COMCAST-7922;US;IL;PARK FOREST;60466;195;0;whatifmedia-linkout;1705;58.0;1229494944;41.44;-87.68;whatifmedia-linkout - 1705;IL - PARK FOREST;18;30;22;Thursday;18 - 24;4;1
ATT-INTERNET4;US;OH;LIMA;45806;51;0;whatifmedia-sweeps-linkout;2523;56.0;2798061326;40.7426;-84.1052;whatifmedia-sweeps-linkout - 2523;OH - LIMA;18;30;22;Thursday;18 - 24;2;0
T-MOBILE-AS21928;US;NC;FAYETTEVILLE;28314;Senior Medical Guide;0;zeetolinkout-multioffer;Tibrio;53.0;2889604640;35.053;-78.8787;zeetolinkout-multioffer - Tibrio;NC - FAYETTEVILLE;18;30;22;Thursday;18 - 24;6;0
T-MOBILE-AS21928;US;TN;BRADYVILLE;37026;try.bigwinsweepstakes.com;0;viprev-linkout;56ad4632c661f73567f45063b5722567;53.0;2889520902;35.7398;-86.1655;viprev-linkout - 56ad4632c661f73567f45063b5722567;TN - BRADYVILLE;18;30;22;Thursday;18 - 24;5;0
NEFCOM COMMUNICATIONS;US;FL;GLEN SAINT MARY;32040;3;0;whatifmedia-linkout;2027;60.0;1138743598;30.2758;-82.1607;whatifmedia-linkout - 2027;FL - GLEN SAINT MARY;18;30;22;Thursday;18 - 24;4;0
TWC-11426-CAROLINAS;US;NC;RED SPRINGS;28377;5;0;whatifmedia-linkout;1799;59.0;1166384419;34.8152;-79.1838;whatifmedia-linkout - 1799;NC - RED SPRINGS;18;30;22;Thursday;18 - 24;7;0
TWC-10796-MIDWEST;US;OH;WHEELERSBURG;45694;19;1;whatifmedia-linkout;1006;53.0;1612574371;38.7304;-82.8554;whatifmedia-linkout - 1006;OH - WHEELERSBURG;18;30;22;Thursday;18 - 24;2;0
BHN-33363;US;FL;LAKELAND;33810;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;59.0;2913491841;28.0395;-81.9498;zeetolinkout-multioffer - Digipropz, LLC;FL - LAKELAND;18;30;22;Thursday;18 - 24;9;0
LREC-LRT;US;OK;TAHLEQUAH;74464;27;0;whatifmedia-linkout;1770;57.0;1162377681;35.9154;-94.97;whatifmedia-linkout - 1770;OK - TAHLEQUAH;18;30;22;Thursday;18 - 24;10;0
CELLCO-PART;US;IA;CLINTON;52732;try.bigwinsweepstakes.com;1;viprev-linkout;56ad4632c661f73567f45063b5722567;56.0;2931974681;41.8445;-90.1887;viprev-linkout - 56ad4632c661f73567f45063b5722567;IA - CLINTON;18;30;22;Thursday;18 - 24;1;0
BHN-33363;US;FL;LAKELAND;33810;39;0;whatifmedia-sweeps-linkout;4615;55.0;596761728;28.0395;-81.9498;whatifmedia-sweeps-linkout - 4615;FL - LAKELAND;18;30;22;Thursday;18 - 24;9;0
COMCAST-7922;US;IL;DANVILLE;61832;9;0;whatifmedia-linkout;1778;53.0;1228083588;40.1252;-87.6305;whatifmedia-linkout - 1778;IL - DANVILLE;18;30;22;Thursday;18 - 24;4;0
LREC-LRT;US;OK;PARK HILL;74451;5;0;whatifmedia-linkout;1799;60.0;2626837002;35.8612;-94.9588;whatifmedia-linkout - 1799;OK - PARK HILL;18;30;22;Thursday;18 - 24;7;0
USCC-ASN;US;TN;KNOXVILLE;37918;5;0;whatifmedia-linkout;1799;61.0;2796966739;35.9604;-83.921;whatifmedia-linkout - 1799;TN - KNOXVILLE;18;30;22;Thursday;18 - 24;1;0
TWC-10796-MIDWEST;US;OH;SPRINGFIELD;45503;9;0;whatifmedia-linkout;2407;54.0;3233081739;39.9242;-83.8088;whatifmedia-linkout - 2407;OH - SPRINGFIELD;18;30;22;Thursday;18 - 24;12;0
TWC-10796-MIDWEST;US;OH;DAYTON;45405;46;0;whatifmedia-linkout;1006;59.0;1277380535;39.7589;-84.1916;whatifmedia-linkout - 1006;OH - DAYTON;18;30;22;Thursday;18 - 24;4;0
T-MOBILE-AS21928;US;MD;HYATTSVILLE;21853;sweepstakesalerts;0;launchpotato-linkout;1145;52.0;2889544030;38.9532;-76.9409;launchpotato-linkout - 1145;MD - HYATTSVILLE;18;30;22;Thursday;18 - 24;1;0
COMCAST-7922;US;AL;TUSCUMBIA;35674;5;0;whatifmedia-linkout;1799;62.0;1144967551;34.7312;-87.7025;whatifmedia-linkout - 1799;AL - TUSCUMBIA;17;30;22;Thursday;12 - 18;9;0
TWC-11351-NORTHEAST;US;NY;CHATHAM;12037;Senior Medical Guide;0;zeetolinkout-multioffer;Tibrio;61.0;1644259190;42.3643;-73.5948;zeetolinkout-multioffer - Tibrio;NY - CHATHAM;17;30;22;Thursday;12 - 18;10;0
T-MOBILE-AS21928;US;IL;MATTOON;61938;24;0;whatifmedia-linkout;1628;62.0;2889595642;39.4843;-88.3773;whatifmedia-linkout - 1628;IL - MATTOON;17;30;22;Thursday;12 - 18;6;1
COMCAST-7922;US;TN;KNOXVILLE;37917;27;0;whatifmedia-linkout;1714;58.0;855395854;35.9604;-83.921;whatifmedia-linkout - 1714;TN - KNOXVILLE;17;30;22;Thursday;12 - 18;4;0
TWC-10796-MIDWEST;US;OH;AKRON;44302;sweepstakesalerts;1;launchpotato-linkout;1672;56.0;1270026777;41.0831;-81.5185;launchpotato-linkout - 1672;OH - AKRON;17;30;22;Thursday;12 - 18;10;1
CHARTER-20115;US;GA;MCDONOUGH;30248;sweepstakesalerts;1;launchpotato-linkout;1947;55.0;2924524323;33.4473;-84.1469;launchpotato-linkout - 1947;GA - MCDONOUGH;17;30;22;Thursday;12 - 18;5;0
ALLO-COMM;US;NE;FREMONT;68025;5;1;whatifmedia-linkout;1799;61.0;2856344316;41.4338;-96.4985;whatifmedia-linkout - 1799;NE - FREMONT;17;30;22;Thursday;12 - 18;11;0
TWC-12271-NYC;US;NY;WOODSTOCK;12498;9;0;whatifmedia-linkout;1006;54.0;3436348243;42.041;-74.1183;whatifmedia-linkout - 1006;NY - WOODSTOCK;17;30;22;Thursday;12 - 18;12;0
T-MOBILE-AS21928;US;FL;LAKE PLACID;33852;15;0;whatifmedia-linkout;1006;60.0;2889377684;27.2931;-81.3629;whatifmedia-linkout - 1006;FL - LAKE PLACID;17;30;22;Thursday;12 - 18;11;0
CELLCO-PART;US;IA;CARROLL;51401;27;1;whatifmedia-linkout;1628;60.0;2933387540;42.0652;-94.8666;whatifmedia-linkout - 1628;IA - CARROLL;17;30;22;Thursday;12 - 18;7;0
ATT-MOBILITY-LLC-AS20057;US;MO;FLORISSANT;63031;15;1;whatifmedia-linkout;1006;62.0;1800261528;38.7892;-90.3226;whatifmedia-linkout - 1006;MO - FLORISSANT;17;30;22;Thursday;12 - 18;7;0
ATT-MOBILITY-LLC-AS20057;US;OR;CRESWELL;97426;9;1;whatifmedia-linkout;1778;59.0;1800261067;43.9179;-123.0245;whatifmedia-linkout - 1778;OR - CRESWELL;17;30;22;Thursday;12 - 18;12;0
COMCAST-7922;US;FL;MIAMI;33133;19;1;whatifmedia-linkout;1006;58.0;1227761757;25.7743;-80.1937;whatifmedia-linkout - 1006;FL - MIAMI;17;30;22;Thursday;12 - 18;6;0
T-MOBILE-AS21928;US;FL;LAKE WALES;33859;51;1;whatifmedia-sweeps-linkout;1006;62.0;2889377692;27.9014;-81.5859;whatifmedia-sweeps-linkout - 1006;FL - LAKE WALES;17;30;22;Thursday;12 - 18;4;0
COMCAST-7922;US;OR;BEAVERTON;97005;try.bigwinsweepstakes.com;1;viprev-linkout;a872b83d2506ebd6777f6b01b0937488;59.0;2903290466;45.4872;-122.8038;viprev-linkout - a872b83d2506ebd6777f6b01b0937488;OR - BEAVERTON;17;30;22;Thursday;12 - 18;6;0
TWC-12271-NYC;US;NY;NEW YORK;10034;sweepstakesalerts;0;launchpotato-linkout;1145;58.0;803618970;40.7648;-73.9808;launchpotato-linkout - 1145;NY - NEW YORK;17;30;22;Thursday;12 - 18;5;0
TWC-11426-CAROLINAS;US;NC;FAYETTEVILLE;28304;sweepstakesalerts;0;launchpotato-linkout;1617;62.0;2926458340;35.053;-78.8787;launchpotato-linkout - 1617;NC - FAYETTEVILLE;17;30;22;Thursday;12 - 18;4;0
CELLCO-PART;US;OH;ELYRIA;44035;3;0;whatifmedia-linkout;2027;55.0;1273035492;41.3684;-82.1076;whatifmedia-linkout - 2027;OH - ELYRIA;17;30;22;Thursday;12 - 18;5;0
T-MOBILE-AS21928;US;FL;LAKELAND;33801;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;53.0;2889375850;28.0395;-81.9498;zeetolinkout-multioffer - Digipropz, LLC;FL - LAKELAND;17;30;22;Thursday;12 - 18;8;0
T-MOBILE-AS21928;US;MD;CLINTON;20735;169;0;whatifmedia-linkout;1705;56.0;2889543859;38.7651;-76.8983;whatifmedia-linkout - 1705;MD - CLINTON;17;30;22;Thursday;12 - 18;6;0
BHN-33363;US;FL;ORMOND BEACH;32174;Finderish;1;zeetolinkout-multioffer;Tibrio;59.0;3092818201;29.2858;-81.0559;zeetolinkout-multioffer - Tibrio;FL - ORMOND BEACH;17;30;22;Thursday;12 - 18;6;0
ATT-INTERNET4;US;GA;NEWNAN;30263;27;0;whatifmedia-linkout;2330;55.0;2732772985;33.3807;-84.7997;whatifmedia-linkout - 2330;GA - NEWNAN;17;30;22;Thursday;12 - 18;11;0
CHARTER-20115;US;MA;WORCESTER;1605;sweepstakesalerts;1;launchpotato-linkout;1902;52.0;1191908384;42.2626;-71.8023;launchpotato-linkout - 1902;MA - WORCESTER;17;30;22;Thursday;12 - 18;3;0
CELLCO-PART;US;NY;EAST MEADOW;11554;Senior Medical Guide;1;zeetolinkout-multioffer;Tibrio;62.0;2935263367;40.714;-73.559;zeetolinkout-multioffer - Tibrio;NY - EAST MEADOW;17;30;22;Thursday;12 - 18;12;0
T-MOBILE-AS21928;US;GA;CORDELE;31015;3;0;whatifmedia-linkout;1719;54.0;2889482580;31.9635;-83.7824;whatifmedia-linkout - 1719;GA - CORDELE;17;30;22;Thursday;12 - 18;12;0
COMCAST-7922;US;MD;INDIAN HEAD;20640;5;1;whatifmedia-linkout;2188;59.0;1230497871;38.6006;-77.1623;whatifmedia-linkout - 2188;MD - INDIAN HEAD;17;30;22;Thursday;12 - 18;9;0
CELLCO-PART;US;IL;RICHMOND;60071;39;1;whatifmedia-sweeps-linkout;4615;62.0;2934274465;42.4759;-88.3059;whatifmedia-sweeps-linkout - 4615;IL - RICHMOND;17;30;22;Thursday;12 - 18;11;0
CHARTER-20115;US;NC;ROXBORO;27573;sweepstakesalerts;1;launchpotato-linkout;1042;51.0;1633331342;36.3938;-78.9828;launchpotato-linkout - 1042;NC - ROXBORO;17;30;22;Thursday;12 - 18;11;0
CHARTER-20115;US;WI;EAU CLAIRE;54703;sweepstakesalerts;1;launchpotato-linkout;1947;50.0;1119676021;44.8113;-91.4985;launchpotato-linkout - 1947;WI - EAU CLAIRE;17;30;22;Thursday;12 - 18;10;0
T-MOBILE-AS21928;US;NY;BROOKLYN;11206;sweepstakesalerts;1;launchpotato-linkout;1672;63.0;2889393645;40.6922;-73.9902;launchpotato-linkout - 1672;NY - BROOKLYN;17;30;22;Thursday;12 - 18;9;0
CELLCO-PART;US;FL;NEW PORT RICHEY;33136;sweepstakesalerts;0;launchpotato-linkout;1734;62.0;1272730787;28.2442;-82.7193;launchpotato-linkout - 1734;FL - NEW PORT RICHEY;17;30;22;Thursday;12 - 18;12;0
T-MOBILE-AS21928;US;NC;ASHEVILLE;28805;3;1;whatifmedia-linkout;2027;53.0;2889546486;35.6009;-82.554;whatifmedia-linkout - 2027;NC - ASHEVILLE;16;30;22;Thursday;12 - 18;4;0
T-MOBILE-AS21928;US;IL;CHICAGO;60626;24;0;whatifmedia-linkout;2175;59.0;2889525014;41.8756;-87.6244;whatifmedia-linkout - 2175;IL - CHICAGO;16;30;22;Thursday;12 - 18;7;0
TWC-11351-NORTHEAST;US;NY;SYRACUSE;13210;5;0;whatifmedia-linkout;1799;56.0;1277611664;43.0481;-76.1474;whatifmedia-linkout - 1799;NY - SYRACUSE;16;30;22;Thursday;12 - 18;9;0
COMCAST-7922;US;IL;CHICAGO;60624;15;1;whatifmedia-linkout;1006;57.0;1231983287;41.8756;-87.6244;whatifmedia-linkout - 1006;IL - CHICAGO;16;30;22;Thursday;12 - 18;9;0
TWC-10796-MIDWEST;US;WI;MILWAUKEE;53216;5;0;whatifmedia-linkout;1799;55.0;413653033;43.0115;-87.9735;whatifmedia-linkout - 1799;WI - MILWAUKEE;16;30;22;Thursday;12 - 18;3;0
CELLCO-PART;US;OR;PORTLAND;97141;sweepstakesalerts;1;launchpotato-linkout;1672;58.0;2933938470;45.5202;-122.6742;launchpotato-linkout - 1672;OR - PORTLAND;16;30;22;Thursday;12 - 18;12;0
T-MOBILE-AS21928;US;MA;CHICOPEE;1013;24;0;whatifmedia-linkout;1786;52.0;2889380267;42.1487;-72.6079;whatifmedia-linkout - 1786;MA - CHICOPEE;16;30;22;Thursday;12 - 18;1;0
CELLCO-PART;US;TN;JAMESTOWN;38556;593;0;shift44-linkout;276_Dupe;58.0;2933153963;36.4276;-84.9319;shift44-linkout - 276_Dupe;TN - JAMESTOWN;16;30;22;Thursday;12 - 18;8;0
T-MOBILE-AS21928;US;OK;STILLWATER;74075;51;0;whatifmedia-sweeps-linkout;2523;61.0;2889578615;36.1156;-97.0586;whatifmedia-sweeps-linkout - 2523;OK - STILLWATER;16;30;22;Thursday;12 - 18;11;0
COMCAST-7922;US;IL;WAUKEGAN;60085;Senior Medical Guide;0;zeetolinkout-multioffer;Tibrio;56.0;1227673811;42.3636;-87.8448;zeetolinkout-multioffer - Tibrio;IL - WAUKEGAN;16;30;22;Thursday;12 - 18;3;0
TWC-11426-CAROLINAS;US;NC;WINSTON SALEM;27105;20;0;shift44-linkout;865_Dupe;62.0;1753921335;36.0999;-80.2442;shift44-linkout - 865_Dupe;NC - WINSTON SALEM;16;30;22;Thursday;12 - 18;8;0
BHN-33363;US;FL;COCOA;32922;11;1;whatifmedia-linkout;1006;61.0;1223673444;28.3861;-80.742;whatifmedia-linkout - 1006;FL - COCOA;16;30;22;Thursday;12 - 18;9;0
TWC-11426-CAROLINAS;US;NC;RALEIGH;27616;96;1;shift44-linkout;529;61.0;1277563017;35.7804;-78.6391;shift44-linkout - 529;NC - RALEIGH;16;30;22;Thursday;12 - 18;8;0
COMCAST-7922;US;PA;YORK;17401;11;1;whatifmedia-linkout;1006;63.0;1228168873;39.9624;-76.7274;whatifmedia-linkout - 1006;PA - YORK;16;30;22;Thursday;12 - 18;10;0
CELLCO-PART;US;GA;DAWSONVILLE;30534;96;0;shift44-linkout;544_Dupe;60.0;2935600216;34.4212;-84.1191;shift44-linkout - 544_Dupe;GA - DAWSONVILLE;16;30;22;Thursday;12 - 18;10;0
COMCAST-7922;US;PA;CHAMBERSBURG;17201;593;1;shift44-linkout;607_Dupe;52.0;1236264712;39.9406;-77.6599;shift44-linkout - 607_Dupe;PA - CHAMBERSBURG;16;30;22;Thursday;12 - 18;4;0
CELLCO-PART;US;FL;SARASOTA;34234;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;51.0;2934006739;27.3364;-82.5307;zeetolinkout-multioffer - Digipropz, LLC;FL - SARASOTA;16;30;22;Thursday;12 - 18;6;0
CENTURYLINK-US-LEGACY-QWEST;US;OR;SALEM;97301;88;0;whatifmedia-linkout;1705;58.0;1269096459;44.9392;-123.0331;whatifmedia-linkout - 1705;OR - SALEM;16;30;22;Thursday;12 - 18;8;0
ATT-INTERNET4;US;OK;TULSA;74110;19;0;whatifmedia-linkout;1722;59.0;1745076883;36.1012;-95.9251;whatifmedia-linkout - 1722;OK - TULSA;16;30;22;Thursday;12 - 18;8;0
T-MOBILE-AS21928;US;SC;SUMMERVILLE;29483;368;0;shift44-linkout;1166_Dupe;58.0;2889604117;33.0185;-80.1756;shift44-linkout - 1166_Dupe;SC - SUMMERVILLE;16;30;22;Thursday;12 - 18;11;0
CABLEONE;US;OK;ADA;74820;1072;0;shift44-linkout;1072;61.0;1128111614;34.7743;-96.6784;shift44-linkout - 1072;OK - ADA;16;30;22;Thursday;12 - 18;1;0
T-MOBILE-AS21928;US;FL;GREEN COVE SPRINGS;32043;15;0;whatifmedia-linkout;1006;58.0;2889565421;29.9919;-81.6781;whatifmedia-linkout - 1006;FL - GREEN COVE SPRINGS;16;30;22;Thursday;12 - 18;2;0
ATT-INTERNET4;US;TN;ROCKWOOD;37854;620;0;shift44-linkout;39;60.0;1803220297;35.8656;-84.6849;shift44-linkout - 39;TN - ROCKWOOD;16;30;22;Thursday;12 - 18;2;0
ATT-INTERNET4;US;IL;WAUKEGAN;60085;19;1;whatifmedia-linkout;1778;63.0;1827080033;42.3636;-87.8448;whatifmedia-linkout - 1778;IL - WAUKEGAN;16;30;22;Thursday;12 - 18;7;0
T-MOBILE-AS21928;US;CT;MERIDEN;6451;387;0;shift44-linkout;544;55.0;2889549904;41.5382;-72.807;shift44-linkout - 544;CT - MERIDEN;16;30;22;Thursday;12 - 18;4;1
CELLCO-PART;US;GA;COLUMBUS;31903;96;1;shift44-linkout;544_Dupe;62.0;2933537804;32.461;-84.9877;shift44-linkout - 544_Dupe;GA - COLUMBUS;16;30;22;Thursday;12 - 18;8;0
COMCAST-7015;US;CT;FARMINGTON;6032;24;0;whatifmedia-linkout;1786;54.0;2930307972;41.7198;-72.832;whatifmedia-linkout - 1786;CT - FARMINGTON;16;30;22;Thursday;12 - 18;2;0
ATT-MOBILITY-LLC-AS20057;US;AL;FAYETTE;35555;20;0;shift44-linkout;501;55.0;1800268384;33.6846;-87.8309;shift44-linkout - 501;AL - FAYETTE;16;30;22;Thursday;12 - 18;5;0
CLOUDFLARENET;US;SC;NEW YORK;29617;sweepstakesalerts;0;launchpotato-linkout;1672;52.0;1746675597;36.6309;-82.65;launchpotato-linkout - 1672;SC - NEW YORK;16;30;22;Thursday;12 - 18;9;0
T-MOBILE-AS21928;US;TN;DYERSBURG;38024;96;0;shift44-linkout;226_Dupe;56.0;2889570724;36.0345;-89.3856;shift44-linkout - 226_Dupe;TN - DYERSBURG;16;30;22;Thursday;12 - 18;8;0
CELLCO-PART;US;NC;PILOT MOUNTAIN;27041;872;0;shift44-linkout;529;61.0;2934860532;36.3865;-80.4695;shift44-linkout - 529;NC - PILOT MOUNTAIN;16;30;22;Thursday;12 - 18;4;0
T-MOBILE-AS21928;US;FL;LUTZ;33558;368;0;shift44-linkout;1055_Dupe;58.0;2889377626;28.1511;-82.4615;shift44-linkout - 1055_Dupe;FL - LUTZ;16;30;22;Thursday;12 - 18;1;0
COMCAST-7922;US;TN;MEMPHIS;38114;368;0;shift44-linkout;1090_Dupe;61.0;1262665377;35.149;-90.0516;shift44-linkout - 1090_Dupe;TN - MEMPHIS;16;30;22;Thursday;12 - 18;12;0
BHN-33363;US;FL;DUNNELLON;34432;1101;0;shift44-linkout;356;57.0;1154263709;29.0491;-82.4609;shift44-linkout - 356;FL - DUNNELLON;16;30;22;Thursday;12 - 18;1;0
CELLCO-PART;US;FL;PENSACOLA;32514;593;1;shift44-linkout;544_Dupe;58.0;2932548795;30.4213;-87.2169;shift44-linkout - 544_Dupe;FL - PENSACOLA;16;30;22;Thursday;12 - 18;5;1
COMCAST-7922;US;PA;PHILADELPHIA;19145;44;0;whatifmedia-linkout;2455;57.0;1146338605;40.0115;-75.1327;whatifmedia-linkout - 2455;PA - PHILADELPHIA;16;30;22;Thursday;12 - 18;4;0
CELLCO-PART;US;NC;ARDEN;28704;207;1;whatifmedia-linkout;1705;60.0;2932601730;35.4662;-82.5165;whatifmedia-linkout - 1705;NC - ARDEN;16;30;22;Thursday;12 - 18;9;0
CELLCO-PART;US;FL;JAY;32565;593;0;shift44-linkout;631_Dupe;58.0;2932556325;30.953;-87.1514;shift44-linkout - 631_Dupe;FL - JAY;16;30;22;Thursday;12 - 18;7;0
COMCAST-7922;US;IL;DARIEN;60561;96;0;shift44-linkout;751_Dupe;59.0;1227643912;41.75;-87.9803;shift44-linkout - 751_Dupe;IL - DARIEN;16;30;22;Thursday;12 - 18;1;0
PBTC-ARL;US;AL;GROVE HILL;36451;sweepstakesalerts;0;launchpotato-linkout;1042;60.0;3494035066;31.7088;-87.7772;launchpotato-linkout - 1042;AL - GROVE HILL;15;30;22;Thursday;12 - 18;6;0
COMCAST-7922;US;TN;NASHVILLE;37207;368;0;shift44-linkout;971_Dupe;61.0;1282571249;36.1622;-86.7744;shift44-linkout - 971_Dupe;TN - NASHVILLE;15;30;22;Thursday;12 - 18;10;0
TWC-10796-MIDWEST;US;OH;SEAMAN;45679;20;0;shift44-linkout;1000_Dupe;61.0;1250025142;38.942;-83.5724;shift44-linkout - 1000_Dupe;OH - SEAMAN;15;30;22;Thursday;12 - 18;8;0
ATT-INTERNET4;US;PA;BETHEL;19507;28;0;whatifmedia-sweeps-linkout;1006;59.0;1070039146;40.4745;-76.2913;whatifmedia-sweeps-linkout - 1006;PA - BETHEL;15;30;22;Thursday;12 - 18;5;0
CELLCO-PART;US;FL;NEW SMYRNA BEACH;32169;27;1;whatifmedia-linkout;2330;58.0;2933122465;29.0258;-80.927;whatifmedia-linkout - 2330;FL - NEW SMYRNA BEACH;15;30;22;Thursday;12 - 18;2;0
TWC-10796-MIDWEST;US;OH;WASHINGTON COURT HOUSE;43160;15;1;whatifmedia-linkout;1006;60.0;1277336157;39.5365;-83.4391;whatifmedia-linkout - 1006;OH - WASHINGTON COURT HOUSE;15;30;22;Thursday;12 - 18;3;0
FWB-NE;US;NE;WALTHILL;68039;sweepstakesalerts;1;launchpotato-linkout;1522;61.0;3511345418;42.1483;-96.4884;launchpotato-linkout - 1522;NE - WALTHILL;15;30;22;Thursday;12 - 18;8;0
T-MOBILE-AS21928;US;TN;KNOXVILLE;37920;387;1;shift44-linkout;1026;54.0;2889520663;35.9604;-83.921;shift44-linkout - 1026;TN - KNOXVILLE;15;30;22;Thursday;12 - 18;9;0
CELLCO-PART;US;MD;GREENSBORO;21639;27;1;whatifmedia-linkout;1006;59.0;2933429158;38.9737;-75.8049;whatifmedia-linkout - 1006;MD - GREENSBORO;15;30;22;Thursday;12 - 18;6;0
CHARTER-20115;US;AL;SELMA;36703;sweepstakesalerts;0;launchpotato-linkout;1672;55.0;597106417;32.4079;-87.0207;launchpotato-linkout - 1672;AL - SELMA;15;30;22;Thursday;12 - 18;7;0
LEE-BOCC-AS;US;FL;NORTH FORT MYERS;33903;1072;1;shift44-linkout;1072;58.0;3495513286;26.6729;-81.8841;shift44-linkout - 1072;FL - NORTH FORT MYERS;15;30;22;Thursday;12 - 18;12;0
COMCAST-7922;US;GA;LITHONIA;30058;593;0;shift44-linkout;350_Dupe;56.0;409197664;33.7123;-84.1052;shift44-linkout - 350_Dupe;GA - LITHONIA;15;30;22;Thursday;12 - 18;11;0
T-MOBILE-AS21928;US;IL;CHICAGO;60644;195;1;whatifmedia-linkout;1705;62.0;2889524617;41.8756;-87.6244;whatifmedia-linkout - 1705;IL - CHICAGO;15;30;22;Thursday;12 - 18;5;0
MORENET;US;MO;COLUMBIA;65201;368;1;shift44-linkout;1090;62.0;3335588311;38.9519;-92.3337;shift44-linkout - 1090;MO - COLUMBIA;15;30;22;Thursday;12 - 18;8;0
COMCAST-7922;US;TN;JACKSON;38305;872;1;shift44-linkout;997;61.0;1144697588;35.6145;-88.8139;shift44-linkout - 997;TN - JACKSON;15;30;22;Thursday;12 - 18;10;0
UUNET;US;NY;CAMBRIA HEIGHTS;11411;19;0;whatifmedia-linkout;1903;54.0;1106700122;40.6945;-73.7385;whatifmedia-linkout - 1903;NY - CAMBRIA HEIGHTS;15;30;22;Thursday;12 - 18;3;1
TWC-10796-MIDWEST;US;OH;FAIRBORN;45324;24;1;whatifmedia-linkout;1786;61.0;1277375574;39.8209;-84.0194;whatifmedia-linkout - 1786;OH - FAIRBORN;15;30;22;Thursday;12 - 18;4;0
CELLCO-PART;US;NC;CHARLOTTE;27520;sweepstakesalerts;0;launchpotato-linkout;1672;53.0;2935426196;35.2271;-80.8431;launchpotato-linkout - 1672;NC - CHARLOTTE;15;30;22;Thursday;12 - 18;11;0
TWC-10796-MIDWEST;US;OH;ELYRIA;44035;5;0;whatifmedia-linkout;1799;57.0;1277350917;41.3684;-82.1076;whatifmedia-linkout - 1799;OH - ELYRIA;15;30;22;Thursday;12 - 18;10;0
ATT-MOBILITY-LLC-AS20057;US;GA;ROME;30161;368;0;shift44-linkout;34;57.0;1800268952;34.257;-85.1647;shift44-linkout - 34;GA - ROME;15;30;22;Thursday;12 - 18;6;0
ATT-INTERNET4;US;GA;SNELLVILLE;30078;368;0;shift44-linkout;485;55.0;1666532726;33.8573;-84.0199;shift44-linkout - 485;GA - SNELLVILLE;15;30;22;Thursday;12 - 18;5;0
TWC-11426-CAROLINAS;US;NC;SALISBURY;28144;1072;0;shift44-linkout;1072;59.0;1196108000;35.671;-80.4742;shift44-linkout - 1072;NC - SALISBURY;15;30;22;Thursday;12 - 18;7;0
