AS Description;Country Code;State;City;Postalcode;Coreg Path;Male/Female;Source;Subid;Age;IP Numerized;Latitude (generated);Longitude (generated);Source + Sub Id;State + City;Hour;Day;Week;DOW;Time Category;Month_Dob;SSD Full Qual
T-MOBILE-AS21928;US;MD;MECHANICSVILLE;20659;FoundCashNow;1;zeetolinkout-multioffer;Digipropz, LLC;63.0;2889530299;38.4429;-76.7439;zeetolinkout-multioffer - Digipropz, LLC;MD - MECHANICSVILLE;13;3;18;Friday;12 - 18;5;0
WINDSTREAM;US;NC;LEXINGTON;27292;www.everydaywinner.com;1;flatiron-linkout;2195_50vthv;55.0;2335683057;35.824;-80.2534;flatiron-linkout - 2195_50vthv;NC - LEXINGTON;13;3;18;Friday;12 - 18;5;1
COMCAST-7922;US;GA;ADAIRSVILLE;30103;www.everydaywinner.net;1;flatiron-linkout;1792_5zj4nw;54.0;1281455433;34.3687;-84.9341;flatiron-linkout - 1792_5zj4nw;GA - ADAIRSVILLE;13;3;18;Friday;12 - 18;6;0
COMCAST-7922;US;TN;KNOXVILLE;37921;ScoredIt;0;zeetolinkout-multioffer;Tibrio;57.0;1231864685;35.9604;-83.921;zeetolinkout-multioffer - Tibrio;TN - KNOXVILLE;13;3;18;Friday;12 - 18;12;0
ATT-INTERNET4;US;PA;DERRY;15627;www.everydaywinner.com;1;flatiron-linkout;2195_50vthv;56.0;1803236642;40.334;-79.2998;flatiron-linkout - 2195_50vthv;PA - DERRY;13;3;18;Friday;12 - 18;5;0
CELLCO-PART;US;GA;STATESBORO;30458;The Savvy Sampler;0;zeetolinkout-multioffer;Tibrio;58.0;2934432110;32.449;-81.7833;zeetolinkout-multioffer - Tibrio;GA - STATESBORO;13;3;18;Friday;12 - 18;6;0
TWC-10796-MIDWEST;US;OH;CLEVELAND;44129;ScoredIt;0;zeetolinkout-multioffer;Tibrio;58.0;1195988053;41.5052;-81.6934;zeetolinkout-multioffer - Tibrio;OH - CLEVELAND;13;3;18;Friday;12 - 18;5;0
CELLCO-PART;US;ME;UNITY;4988;BlinC;0;zeetolinkout-multioffer;Coinis DMCC;49.0;2932132397;44.6112;-69.3345;zeetolinkout-multioffer - Coinis DMCC;ME - UNITY;13;3;18;Friday;12 - 18;3;0
T-MOBILE-AS21928;US;MA;NEW BEDFORD;2740;Unknown;0;shift44-linkout;827_Dupe;59.0;2889380087;41.6362;-70.9342;shift44-linkout - 827_Dupe;MA - NEW BEDFORD;13;3;18;Friday;12 - 18;5;0
COMCAST-7922;US;IL;KANKAKEE;60901;ScoredIt;0;zeetolinkout-multioffer;Tibrio;53.0;1240942797;41.12;-87.8612;zeetolinkout-multioffer - Tibrio;IL - KANKAKEE;13;3;18;Friday;12 - 18;12;0
ATT-INTERNET4;US;SC;CLIO;29525;ScoredIt;0;zeetolinkout-multioffer;Tibrio;51.0;2798102570;34.5796;-79.5464;zeetolinkout-multioffer - Tibrio;SC - CLIO;13;3;18;Friday;12 - 18;6;0
TWC-10796-MIDWEST;US;OH;CLEVELAND;44108;www.everydaywinner.com;1;flatiron-linkout;598_5dkxw7;55.0;1270428182;41.5052;-81.6934;flatiron-linkout - 598_5dkxw7;OH - CLEVELAND;13;3;18;Friday;12 - 18;3;0
ASN-CXA-ALL-CCI-22773-RDC;US;FL;CLERMONT;34711;OkWow;1;zeetodirect-linkout;Tibrio;63.0;1221814816;28.5494;-81.7729;zeetodirect-linkout - Tibrio;FL - CLERMONT;13;3;18;Friday;12 - 18;12;0
COMCAST-7922;US;FL;FRUITLAND PARK;34731;Unknown;0;shift44-linkout;556_Dupe;57.0;1226327621;28.8614;-81.9065;shift44-linkout - 556_Dupe;FL - FRUITLAND PARK;12;3;18;Friday;12 - 18;9;0
WGL-107-ZONA-WYYERD;US;AZ;SURPRISE;85374;Unknown;1;shift44-linkout;989_Dupe;62.0;638188433;33.6292;-112.368;shift44-linkout - 989_Dupe;AZ - SURPRISE;12;3;18;Friday;12 - 18;11;0
BRSPD-PUBLIC;US;MO;ALTON;65606;Workn Well;0;zeetolinkout-multioffer;Tibrio;51.0;1178218891;36.6942;-91.3993;zeetolinkout-multioffer - Tibrio;MO - ALTON;12;3;18;Friday;12 - 18;4;0
CHARTER-20115;US;MO;COLUMBIA;65202;Workn Well;0;zeetolinkout-multioffer;Tibrio;60.0;803805429;38.9519;-92.3337;zeetolinkout-multioffer - Tibrio;MO - COLUMBIA;12;3;18;Friday;12 - 18;7;0
AMAZON-02;US;NY;JAMAICA;11433;ScoredIt;1;zeetolinkout-multioffer;Tibrio;52.0;2713500403;40.6915;-73.8057;zeetolinkout-multioffer - Tibrio;NY - JAMAICA;12;3;18;Friday;12 - 18;8;0
CATON;IL;OR;PORTLAND;97214;ScoredIt;0;zeetolinkout-multioffer;Tibrio;58.0;3636618094;45.5202;-122.6742;zeetolinkout-multioffer - Tibrio;OR - PORTLAND;12;3;18;Friday;12 - 18;3;0
CELLCO-PART;US;FL;MARIANNA;32448;Unknown;0;shift44-linkout;501_Dupe;56.0;2933139147;30.7744;-85.2269;shift44-linkout - 501_Dupe;FL - MARIANNA;12;3;18;Friday;12 - 18;12;0
COMCAST-7922;US;PA;SHARON HILL;19079;ScoredIt;0;zeetolinkout-multioffer;Tibrio;59.0;1283222080;39.9063;-75.2721;zeetolinkout-multioffer - Tibrio;PA - SHARON HILL;12;3;18;Friday;12 - 18;11;0
T-MOBILE-AS21928;US;OH;YOUNGSTOWN;44505;www.everydaywinner.net;1;flatiron-linkout;1792_5z0akz;62.0;2889554408;41.0998;-80.6495;flatiron-linkout - 1792_5z0akz;OH - YOUNGSTOWN;12;3;18;Friday;12 - 18;9;0
CELLCO-PART;US;OH;CINCINNATI;45212;Big Win Sweepstakes;0;zeetolinkout-multioffer;VIPRev, LLC;52.0;1274023037;39.1015;-84.5125;zeetolinkout-multioffer - VIPRev, LLC;OH - CINCINNATI;12;3;18;Friday;12 - 18;1;0
ATT-INTERNET4;US;NY;BUFFALO;14215;www.everydaywinner.com;1;flatiron-linkout;598_5dkxw7;61.0;2797611856;42.9333;-78.877;flatiron-linkout - 598_5dkxw7;NY - BUFFALO;12;3;18;Friday;12 - 18;3;0
TWC-10796-MIDWEST;US;OH;CLEVELAND;44135;ScoredIt;0;zeetolinkout-multioffer;Tibrio;61.0;3090711410;41.5052;-81.6934;zeetolinkout-multioffer - Tibrio;OH - CLEVELAND;12;3;18;Friday;12 - 18;5;0
CABLE-NET-1;US;NY;BRONX;10457;ScoredIt;1;zeetolinkout-multioffer;Tibrio;55.0;414907022;40.8262;-73.9231;zeetolinkout-multioffer - Tibrio;NY - BRONX;12;3;18;Friday;12 - 18;12;0
T-MOBILE-AS21928;US;PA;CHESTER;19013;ScoredIt;1;zeetolinkout-multioffer;Tibrio;60.0;2889408079;39.8496;-75.3557;zeetolinkout-multioffer - Tibrio;PA - CHESTER;12;3;18;Friday;12 - 18;9;0
CELLCO-PART;US;OH;YOUNGSTOWN;44506;The Savvy Sampler;1;zeetolinkout-multioffer;Tibrio;63.0;2932105106;41.0998;-80.6495;zeetolinkout-multioffer - Tibrio;OH - YOUNGSTOWN;12;3;18;Friday;12 - 18;8;0
ATT-INTERNET4;US;MO;CAPE GIRARDEAU;63701;ScoredIt;0;zeetolinkout-multioffer;Tibrio;58.0;1826605610;37.3059;-89.5181;zeetolinkout-multioffer - Tibrio;MO - CAPE GIRARDEAU;11;3;18;Friday;6 - 12;5;0
COMCAST-7922;US;PA;RED LION;17356;Unknown;0;shift44-linkout;501_Dupe;60.0;1237053276;39.9009;-76.6058;shift44-linkout - 501_Dupe;PA - RED LION;11;3;18;Friday;6 - 12;9;0
CLOUDFLARENET;US;GA;ADAIRSVILLE;30103;Unknown;0;shift44-linkout;1166_Dupe;60.0;1746673859;34.3687;-84.9341;shift44-linkout - 1166_Dupe;GA - ADAIRSVILLE;11;3;18;Friday;6 - 12;9;0
ATT-INTERNET4;US;TN;MEMPHIS;38118;Unknown;0;shift44-linkout;989_Dupe;62.0;1802977581;35.149;-90.0516;shift44-linkout - 989_Dupe;TN - MEMPHIS;11;3;18;Friday;6 - 12;10;0
T-MOBILE-AS21928;US;OK;HOMINY;74035;Workn Well;0;zeetolinkout-multioffer;Tibrio;60.0;2889354942;36.4142;-96.3953;zeetolinkout-multioffer - Tibrio;OK - HOMINY;11;3;18;Friday;6 - 12;10;0
T-MOBILE-AS21928;US;NE;OMAHA;68106;Big Win Sweepstakes;1;zeetodirect-linkout;VIPRev, LLC;55.0;2889566285;41.2587;-95.9379;zeetodirect-linkout - VIPRev, LLC;NE - OMAHA;11;3;18;Friday;6 - 12;4;0
CELLCO-PART;US;SD;SIOUX FALLS;57103;Unknown;0;shift44-linkout;1172_Dupe;55.0;2934690655;43.55;-96.7003;shift44-linkout - 1172_Dupe;SD - SIOUX FALLS;11;3;18;Friday;6 - 12;3;0
CELLCO-PART;US;FL;BOKEELIA;33922;Unknown;1;shift44-linkout;1196_Dupe;62.0;2933108572;26.6952;-82.1517;shift44-linkout - 1196_Dupe;FL - BOKEELIA;11;3;18;Friday;6 - 12;7;0
T-MOBILE-AS21928;US;MO;PLEASANT HILL;64080;Unknown;0;shift44-linkout;1022_Dupe;57.0;2889567959;38.7875;-94.2694;shift44-linkout - 1022_Dupe;MO - PLEASANT HILL;11;3;18;Friday;6 - 12;12;0
TWC-10796-MIDWEST;US;OH;LOUISVILLE;44641;www.everydaywinner.com;1;flatiron-linkout;1305_5nz6cc;58.0;2926053339;40.8374;-81.2595;flatiron-linkout - 1305_5nz6cc;OH - LOUISVILLE;11;3;18;Friday;6 - 12;7;0
ATT-INTERNET4;US;FL;MIAMI;33176;ScoredIt;1;zeetolinkout-multioffer;Tibrio;52.0;1816649414;25.7743;-80.1937;zeetolinkout-multioffer - Tibrio;FL - MIAMI;11;3;18;Friday;6 - 12;3;0
ATT-INTERNET4;US;IL;MASON CITY;62664;www.everydaywinner.com;1;flatiron-linkout;1719_51liho;54.0;206253579;40.2023;-89.6982;flatiron-linkout - 1719_51liho;IL - MASON CITY;11;3;18;Friday;6 - 12;10;0
CELLCO-PART;US;PA;EDINBURG;16116;ScoredIt;1;zeetolinkout-multioffer;Tibrio;60.0;2935105036;41.0145;-80.4367;zeetolinkout-multioffer - Tibrio;PA - EDINBURG;11;3;18;Friday;6 - 12;7;0
CHARTER-20115;US;TN;CHURCH HILL;37642;ScoredIt;1;zeetolinkout-multioffer;Tibrio;51.0;414696474;36.5223;-82.7135;zeetolinkout-multioffer - Tibrio;TN - CHURCH HILL;11;3;18;Friday;6 - 12;7;0
ATT-MOBILITY-LLC-AS20057;US;MD;STEVENSVILLE;21666;Big Win Sweepstakes;1;zeetodirect-linkout;VIPRev, LLC;52.0;1800260312;38.9806;-76.3144;zeetodirect-linkout - VIPRev, LLC;MD - STEVENSVILLE;11;3;18;Friday;6 - 12;1;0
T-MOBILE-AS21928;US;AL;LINCOLN;35096;Unknown;0;shift44-linkout;849_Dupe;57.0;2889408621;33.6132;-86.1183;shift44-linkout - 849_Dupe;AL - LINCOLN;11;3;18;Friday;6 - 12;1;0
T-MOBILE-AS21928;US;OH;TOLEDO;43605;Workn Well;0;zeetolinkout-multioffer;Tibrio;63.0;2889514631;41.6787;-83.5127;zeetolinkout-multioffer - Tibrio;OH - TOLEDO;11;3;18;Friday;6 - 12;12;0
COMCAST-7922;US;SC;NORTH CHARLESTON;29410;Unknown;0;shift44-linkout;827_Dupe;62.0;1660069086;32.8546;-79.9748;shift44-linkout - 827_Dupe;SC - NORTH CHARLESTON;11;3;18;Friday;6 - 12;12;0
CELLCO-PART;US;MO;NEOSHO;64850;www.everydaywinner.com;1;flatiron-linkout;1719_51liho;58.0;2933249635;36.869;-94.368;flatiron-linkout - 1719_51liho;MO - NEOSHO;11;3;18;Friday;6 - 12;3;0
T-MOBILE-AS21928;US;NY;BUFFALO;14224;ScoredIt;0;zeetolinkout-multioffer;Tibrio;51.0;2889592941;42.9333;-78.877;zeetolinkout-multioffer - Tibrio;NY - BUFFALO;11;3;18;Friday;6 - 12;5;0
TWC-11426-CAROLINAS;US;SC;BEAUFORT;29902;Unknown;1;shift44-linkout;988_Dupe;61.0;2926266777;32.4316;-80.6698;shift44-linkout - 988_Dupe;SC - BEAUFORT;11;3;18;Friday;6 - 12;2;0
COMCAST-7922;US;FL;NAPLES;34116;a.everydaywinner.com;1;flatiron-linkout;1542_5fjzgu;61.0;1226277347;26.142;-81.7948;flatiron-linkout - 1542_5fjzgu;FL - NAPLES;11;3;18;Friday;6 - 12;6;0
ASN-CXA-ALL-CCI-22773-RDC;US;RI;PROVIDENCE;2909;ScoredIt;1;zeetolinkout-multioffer;Tibrio;51.0;419046324;41.824;-71.4128;zeetolinkout-multioffer - Tibrio;RI - PROVIDENCE;10;3;18;Friday;6 - 12;6;0
UUNET;US;PA;PHILADELPHIA;19126;www.everydaywinner.com;1;flatiron-linkout;1968_5fblmm;60.0;1812085047;40.0115;-75.1327;flatiron-linkout - 1968_5fblmm;PA - PHILADELPHIA;10;3;18;Friday;6 - 12;7;0
T-MOBILE-AS21928;US;SC;EASLEY;29640;FoundCashNow;1;zeetodirect-linkout;Digipropz, LLC;49.0;2889547163;34.8269;-82.5817;zeetodirect-linkout - Digipropz, LLC;SC - EASLEY;10;3;18;Friday;6 - 12;4;0
CHARTER-20115;US;GA;CEDARTOWN;30125;Big Win Sweepstakes;1;zeetolinkout-multioffer;VIPRev, LLC;60.0;597097656;34.0124;-85.2559;zeetolinkout-multioffer - VIPRev, LLC;GA - CEDARTOWN;10;3;18;Friday;6 - 12;3;0
CELLCO-PART;US;FL;GRACEVILLE;32440;ScoredIt;0;zeetolinkout-multioffer;Tibrio;53.0;2933138859;30.9569;-85.5166;zeetolinkout-multioffer - Tibrio;FL - GRACEVILLE;10;3;18;Friday;6 - 12;7;0
T-MOBILE-AS21928;US;TN;CHATTANOOGA;37421;Unknown;1;shift44-linkout;751_Dupe;52.0;2889368933;35.0456;-85.3097;shift44-linkout - 751_Dupe;TN - CHATTANOOGA;10;3;18;Friday;6 - 12;3;0
T-MOBILE-AS21928;US;WI;GRANTSBURG;54840;Big Win Sweepstakes;1;zeetolinkout-multioffer;VIPRev, LLC;61.0;2889484873;45.7763;-92.6827;zeetolinkout-multioffer - VIPRev, LLC;WI - GRANTSBURG;10;3;18;Friday;6 - 12;1;0
ASN-CXA-ALL-CCI-22773-RDC;US;AZ;PHOENIX;85037;www.everydaywinner.com;1;flatiron-linkout;1542_5fjzgu;51.0;1185061916;33.4486;-112.0773;flatiron-linkout - 1542_5fjzgu;AZ - PHOENIX;10;3;18;Friday;6 - 12;9;0
COMCAST-7922;US;PA;HARRISBURG;17104;Unknown;0;shift44-linkout;988_Dupe;59.0;1233291685;40.2663;-76.8861;shift44-linkout - 988_Dupe;PA - HARRISBURG;10;3;18;Friday;6 - 12;5;0
BHN-33363;US;FL;DADE CITY;33525;Workn Well;0;zeetolinkout-multioffer;Tibrio;52.0;407440723;28.3647;-82.1959;zeetolinkout-multioffer - Tibrio;FL - DADE CITY;10;3;18;Friday;6 - 12;7;0
CELLCO-PART;US;GA;RINGGOLD;30736;Jetsetty;0;zeetolinkout-multioffer;Jetsetty, LLC;62.0;2933170201;34.9159;-85.1091;zeetolinkout-multioffer - Jetsetty, LLC;GA - RINGGOLD;10;3;18;Friday;6 - 12;9;0
HNS-DIRECPC;US;OH;BELLEVUE;44811;www.ilovesamples.com;1;flatiron-linkout;1792_4s9gtl;60.0;1219002396;41.2737;-82.8416;flatiron-linkout - 1792_4s9gtl;OH - BELLEVUE;10;3;18;Friday;6 - 12;8;1
T-MOBILE-AS21928;US;IL;JOLIET;60435;Unknown;0;shift44-linkout;485_Dupe;56.0;2889594957;41.525;-88.0817;shift44-linkout - 485_Dupe;IL - JOLIET;10;3;18;Friday;6 - 12;5;0
AMAZON-02;US;OH;COLUMBUS;43227;Unknown;1;shift44-linkout;988_Dupe;60.0;2713490614;39.9623;-83.0007;shift44-linkout - 988_Dupe;OH - COLUMBUS;10;3;18;Friday;6 - 12;2;0
T-MOBILE-AS21928;US;FL;JACKSONVILLE;32220;ScoredIt;0;zeetolinkout-multioffer;Tibrio;63.0;2889370896;30.3322;-81.6557;zeetolinkout-multioffer - Tibrio;FL - JACKSONVILLE;10;3;18;Friday;6 - 12;7;0
T-MOBILE-AS21928;US;GA;CANON;30520;Workn Well;0;zeetolinkout-multioffer;Tibrio;61.0;2889546828;34.3462;-83.1099;zeetolinkout-multioffer - Tibrio;GA - CANON;10;3;18;Friday;6 - 12;10;0
TWC-10796-MIDWEST;US;OH;ASHTABULA;44004;ScoredIt;1;zeetolinkout-multioffer;Tibrio;51.0;1195548890;41.8651;-80.7898;zeetolinkout-multioffer - Tibrio;OH - ASHTABULA;10;3;18;Friday;6 - 12;3;0
CELLCO-PART;US;IL;MARION;62959;Unknown;0;shift44-linkout;870_Dupe;60.0;2935174443;37.7306;-88.9331;shift44-linkout - 870_Dupe;IL - MARION;10;3;18;Friday;6 - 12;11;0
ATT-INTERNET4;US;TN;HENRY;38231;ScoredIt;1;zeetodirect-linkout;Tibrio;51.0;2797772334;36.2039;-88.4198;zeetodirect-linkout - Tibrio;TN - HENRY;9;3;18;Friday;6 - 12;5;0
T-MOBILE-AS21928;US;MA;BOSTON;2116;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;58.0;2889400870;42.3605;-71.0596;zeetolinkout-multioffer - Digipropz, LLC;MA - BOSTON;9;3;18;Friday;6 - 12;2;0
TWC-10796-MIDWEST;US;OH;REYNOLDSBURG;43068;Unknown;0;shift44-linkout;355;60.0;1270665708;39.9548;-82.8121;shift44-linkout - 355;OH - REYNOLDSBURG;9;3;18;Friday;6 - 12;5;0
CELLCO-PART;US;OK;TULSA;74110;GetItFree;0;zeetodirect-linkout;Tibrio;51.0;2932517182;36.1012;-95.9251;zeetodirect-linkout - Tibrio;OK - TULSA;9;3;18;Friday;6 - 12;7;0
UUNET;US;MD;RANDALLSTOWN;21133;a.everydaywinner.com;1;flatiron-linkout;1673_5iklec;56.0;1626634093;39.3677;-76.7955;flatiron-linkout - 1673_5iklec;MD - RANDALLSTOWN;9;3;18;Friday;6 - 12;9;0
CELLCO-PART;US;GA;KENNESAW;30152;Unknown;0;shift44-linkout;988_Dupe;54.0;1270947522;34.0234;-84.6155;shift44-linkout - 988_Dupe;GA - KENNESAW;9;3;18;Friday;6 - 12;1;0
TWC-11351-NORTHEAST;US;NY;OSWEGO;13126;www.everydaywinner.com;1;flatiron-linkout;1719_51liho;61.0;1277549577;43.4547;-76.5096;flatiron-linkout - 1719_51liho;NY - OSWEGO;9;3;18;Friday;6 - 12;5;0
COMCAST-7922;US;OR;SWEET HOME;97386;ScoredIt;1;zeetolinkout-multioffer;Tibrio;54.0;1134653300;44.3976;-122.7362;zeetolinkout-multioffer - Tibrio;OR - SWEET HOME;9;3;18;Friday;6 - 12;1;0
TWC-10796-MIDWEST;US;OH;HEATH;43056;www.everydaywinner.com;1;flatiron-linkout;2194_5yrjca;55.0;2926166522;40.0228;-82.4446;flatiron-linkout - 2194_5yrjca;OH - HEATH;9;3;18;Friday;6 - 12;1;0
T-MOBILE-AS21928;US;OK;MCLOUD;74851;FoundCashNow;1;zeetodirect-linkout;Digipropz, LLC;63.0;2889578897;35.4359;-97.0914;zeetodirect-linkout - Digipropz, LLC;OK - MCLOUD;9;3;18;Friday;6 - 12;8;0
T-MOBILE-AS21928;US;GA;ATLANTA;30312;Unknown;1;shift44-linkout;927_Dupe;56.0;2889482398;33.7491;-84.3902;shift44-linkout - 927_Dupe;GA - ATLANTA;9;3;18;Friday;6 - 12;3;0
ATT-INTERNET4;US;IL;AURORA;60506;Workn Well;0;zeetolinkout-multioffer;Tibrio;53.0;1808097771;41.7606;-88.3201;zeetolinkout-multioffer - Tibrio;IL - AURORA;9;3;18;Friday;6 - 12;6;0
ATT-INTERNET4;US;AL;BAILEYTON;35019;FoundCashNow;1;zeetolinkout-multioffer;Digipropz, LLC;61.0;3502141476;34.2623;-86.6128;zeetolinkout-multioffer - Digipropz, LLC;AL - BAILEYTON;9;3;18;Friday;6 - 12;12;0
CELLCO-PART;US;FL;HAVANA;32333;Workn Well;0;zeetolinkout-multioffer;Tibrio;60.0;2934920972;30.6256;-84.4154;zeetolinkout-multioffer - Tibrio;FL - HAVANA;9;3;18;Friday;6 - 12;8;0
TWC-11351-NORTHEAST;US;NY;SARANAC LAKE;12983;a.everydaywinner.com;1;flatiron-linkout;1673_5iklec;52.0;1277598323;44.3295;-74.1313;flatiron-linkout - 1673_5iklec;NY - SARANAC LAKE;9;3;18;Friday;6 - 12;11;0
T-MOBILE-AS21928;US;NY;UTICA;13502;Unknown;1;shift44-linkout;988;60.0;2889593292;43.1009;-75.2327;shift44-linkout - 988;NY - UTICA;9;3;18;Friday;6 - 12;6;0
TWC-10796-MIDWEST;US;OH;COLUMBUS;43229;ScoredIt;1;zeetolinkout-multioffer;Tibrio;53.0;1759954640;39.9623;-83.0007;zeetolinkout-multioffer - Tibrio;OH - COLUMBUS;9;3;18;Friday;6 - 12;10;0
ATT-INTERNET4;US;SC;JOHNS ISLAND;29455;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;58.0;1757117033;32.7024;-80.0481;zeetolinkout-multioffer - Digipropz, LLC;SC - JOHNS ISLAND;9;3;18;Friday;6 - 12;6;1
ATT-INTERNET4;US;FL;LADY LAKE;32159;Unknown;0;shift44-linkout;870_Dupe;59.0;206274051;28.9175;-81.9229;shift44-linkout - 870_Dupe;FL - LADY LAKE;9;3;18;Friday;6 - 12;9;0
USCC-ASN;US;ME;STEUBEN;4680;ScoredIt;0;zeetolinkout-multioffer;Tibrio;61.0;2797010289;44.5106;-67.9653;zeetolinkout-multioffer - Tibrio;ME - STEUBEN;9;3;18;Friday;6 - 12;5;0
CHARTER-20115;US;GA;RINGGOLD;30736;ScoredIt;1;zeetodirect-linkout;Tibrio;50.0;597135012;34.9159;-85.1091;zeetodirect-linkout - Tibrio;GA - RINGGOLD;8;3;18;Friday;6 - 12;6;0
CHARTER-20115;US;AL;DECATUR;35601;Workn Well;0;zeetolinkout-multioffer;Tibrio;57.0;597102849;34.6059;-86.9833;zeetolinkout-multioffer - Tibrio;AL - DECATUR;8;3;18;Friday;6 - 12;10;0
ATT-INTERNET4;US;AL;DEMOPOLIS;36732;Unknown;0;shift44-linkout;870_Dupe;51.0;1258697457;32.5178;-87.8368;shift44-linkout - 870_Dupe;AL - DEMOPOLIS;8;3;18;Friday;6 - 12;4;0
CHARTER-20115;US;GA;COVINGTON;30014;Workn Well;0;zeetolinkout-multioffer;Tibrio;57.0;597092448;33.5968;-83.8602;zeetolinkout-multioffer - Tibrio;GA - COVINGTON;8;3;18;Friday;6 - 12;10;0
ASN-CXA-ALL-CCI-22773-RDC;US;OK;OKLAHOMA CITY;73139;ScoredIt;0;zeetolinkout-multioffer;Tibrio;57.0;1656643703;35.473;-97.5171;zeetolinkout-multioffer - Tibrio;OK - OKLAHOMA CITY;8;3;18;Friday;6 - 12;11;0
DEKALB;US;TN;GORDONSVILLE;38563;FoundCashNow;0;zeetolinkout-multioffer;Digipropz, LLC;51.0;3497447172;36.1729;-85.93;zeetolinkout-multioffer - Digipropz, LLC;TN - GORDONSVILLE;8;3;18;Friday;6 - 12;5;0
CELLCO-PART;US;GA;KINGSLAND;31548;Unknown;1;shift44-linkout;988;60.0;2935600879;30.8;-81.6898;shift44-linkout - 988;GA - KINGSLAND;8;3;18;Friday;6 - 12;2;0
BHN-33363;US;FL;BROOKSVILLE;34604;ScoredIt;1;zeetolinkout-multioffer;Tibrio;53.0;1804738737;28.5553;-82.3879;zeetolinkout-multioffer - Tibrio;FL - BROOKSVILLE;8;3;18;Friday;6 - 12;5;0
TDS-AS;US;GA;MINERAL BLUFF;30559;ScoredIt;0;zeetolinkout-multioffer;Tibrio;62.0;1166037665;34.9145;-84.2766;zeetolinkout-multioffer - Tibrio;GA - MINERAL BLUFF;8;3;18;Friday;6 - 12;12;0
ATT-INTERNET4;US;MO;PUXICO;63960;The Savvy Sampler;0;zeetolinkout-multioffer;Tibrio;59.0;1802751822;36.9498;-90.1584;zeetolinkout-multioffer - Tibrio;MO - PUXICO;8;3;18;Friday;6 - 12;4;0
CELLCO-PART;US;GA;COLUMBUS;31907;ScoredIt;0;zeetodirect-linkout;Tibrio;56.0;2934247774;32.461;-84.9877;zeetodirect-linkout - Tibrio;GA - COLUMBUS;8;3;18;Friday;6 - 12;8;0
ASN-CXA-ALL-CCI-22773-RDC;US;RI;PAWTUCKET;2860;Workn Well;0;zeetolinkout-multioffer;Tibrio;59.0;1185720900;41.8787;-71.3826;zeetolinkout-multioffer - Tibrio;RI - PAWTUCKET;8;3;18;Friday;6 - 12;7;0
ATT-INTERNET4;US;CT;NEW HAVEN;6515;Jetsetty;0;zeetodirect-linkout;Jetsetty, LLC;63.0;1821575733;41.3082;-72.9251;zeetodirect-linkout - Jetsetty, LLC;CT - NEW HAVEN;8;3;18;Friday;6 - 12;10;0
TWC-11426-CAROLINAS;US;SC;ELGIN;29045;Unknown;0;shift44-linkout;1166_Dupe;59.0;1196270755;34.171;-80.7943;shift44-linkout - 1166_Dupe;SC - ELGIN;8;3;18;Friday;6 - 12;11;0
COMCAST-7015;US;MA;NORTH BILLERICA;1862;Workn Well;0;zeetolinkout-multioffer;Tibrio;60.0;1233047197;42.5834;-71.2845;zeetolinkout-multioffer - Tibrio;MA - NORTH BILLERICA;8;3;18;Friday;6 - 12;6;0
CHARTER-20115;US;MO;CAMDENTON;65020;Workn Well;0;zeetolinkout-multioffer;Tibrio;52.0;595661359;38.0081;-92.7446;zeetolinkout-multioffer - Tibrio;MO - CAMDENTON;8;3;18;Friday;6 - 12;3;0
T-MOBILE-AS21928;US;FL;BARTOW;33830;ScoredIt;1;zeetodirect-linkout;Tibrio;50.0;2889376615;27.8964;-81.8431;zeetodirect-linkout - Tibrio;FL - BARTOW;8;3;18;Friday;6 - 12;9;0
MEDIACOM-ENTERPRISE-BUSINESS;US;IA;CRESTON;50801;Senior Medical Guide;0;zeetolinkout-multioffer;Tibrio;49.0;2903639904;41.0586;-94.3613;zeetolinkout-multioffer - Tibrio;IA - CRESTON;8;3;18;Friday;6 - 12;2;0
HNS-DIRECPC;US;SC;SENECA;29678;www.everydaywinner.com;1;flatiron-linkout;1673_5iklec;61.0;1133478082;34.6865;-82.9527;flatiron-linkout - 1673_5iklec;SC - SENECA;8;3;18;Friday;6 - 12;10;0
WINDSTREAM;US;GA;MONROE;30655;ScoredIt;0;zeetolinkout-multioffer;Tibrio;61.0;1191654745;33.7948;-83.7132;zeetolinkout-multioffer - Tibrio;GA - MONROE;8;3;18;Friday;6 - 12;8;0
TWC-11955-ATLANTA;US;AL;DOTHAN;36301;Workn Well;0;zeetolinkout-multioffer;Tibrio;52.0;408875823;31.2232;-85.3905;zeetolinkout-multioffer - Tibrio;AL - DOTHAN;8;3;18;Friday;6 - 12;5;0
TWC-10796-MIDWEST;US;OH;JEFFERSON;44047;ScoredIt;1;zeetolinkout-multioffer;Tibrio;63.0;1102754038;41.7387;-80.7698;zeetolinkout-multioffer - Tibrio;OH - JEFFERSON;8;3;18;Friday;6 - 12;9;0
ATT-INTERNET4;US;TN;MEMPHIS;38133;www.everydaywinner.com;1;flatiron-linkout;1719_51liho;59.0;1807917419;35.149;-90.0516;flatiron-linkout - 1719_51liho;TN - MEMPHIS;8;3;18;Friday;6 - 12;11;1
ATT-INTERNET4;US;OH;CLEVELAND;44114;Unknown;1;shift44-linkout;923;60.0;393754945;41.5052;-81.6934;shift44-linkout - 923;OH - CLEVELAND;8;3;18;Friday;6 - 12;2;0
